Name : Phoebe              . Distance run : 000091.68. Runs : 0001 
Name : Mitch               . Distance run : 000099.75. Runs : 0001 
Name : Lyndsey             . Distance run : 000054.33. Runs : 0001 
Name : Bulah               . Distance run : 000052.04. Runs : 0001 
Name : Kindra              . Distance run : 000011.23. Runs : 0001 
Name : Brenton             . Distance run : 000069.29. Runs : 0001 
Name : Trenton             . Distance run : 000079.43. Runs : 0001 
Name : Jolene              . Distance run : 000096.24. Runs : 0001 
Name : Margurite           . Distance run : 000054.68. Runs : 0001 
Name : Cathleen            . Distance run : 000028.16. Runs : 0001 
Name : Vivienne            . Distance run : 000034.64. Runs : 0001 
Name : Ernesto             . Distance run : 000098.88. Runs : 0002 
Name : Youlanda            . Distance run : 000020.20. Runs : 0001 
Name : Linn                . Distance run : 000142.71. Runs : 0002 
Name : Tamesha             . Distance run : 000095.52. Runs : 0001 
Name : Eura                . Distance run : 000000.87. Runs : 0001 
Name : Sherill             . Distance run : 000095.33. Runs : 0002 
Name : Demarcus            . Distance run : 000022.98. Runs : 0001 
Name : Scot                . Distance run : 000045.71. Runs : 0002 
Name : Ignacia             . Distance run : 000088.38. Runs : 0002 
Name : Shu                 . Distance run : 000071.82. Runs : 0001 
Name : Georgeanna          . Distance run : 000086.34. Runs : 0001 
Name : Chi                 . Distance run : 000070.14. Runs : 0001 
Name : Joycelyn            . Distance run : 000080.38. Runs : 0002 
Name : Zulma               . Distance run : 000025.36. Runs : 0001 
Name : Coleen              . Distance run : 000066.83. Runs : 0001 
Name : Sophie              . Distance run : 000012.89. Runs : 0001 
Name : Temple              . Distance run : 000045.22. Runs : 0001 
Name : Ronna               . Distance run : 000055.58. Runs : 0002 
Name : Lilla               . Distance run : 000098.94. Runs : 0001 
Name : Lyle                . Distance run : 000002.74. Runs : 0001 
Name : Noel                . Distance run : 000065.12. Runs : 0001 
Name : Candi               . Distance run : 000038.06. Runs : 0001 
Name : Richelle            . Distance run : 000077.87. Runs : 0002 
Name : Timika              . Distance run : 000014.88. Runs : 0001 
Name : Merrilee            . Distance run : 000089.64. Runs : 0001 
Name : Frances             . Distance run : 000060.37. Runs : 0001 
Name : Felicidad           . Distance run : 000097.83. Runs : 0001 
Name : Rosanne             . Distance run : 000015.49. Runs : 0001 
Name : Stefany             . Distance run : 000068.70. Runs : 0001 
Name : Brigida             . Distance run : 000001.61. Runs : 0001 
Name : Glynis              . Distance run : 000205.82. Runs : 0003 
Name : Cecila              . Distance run : 000037.33. Runs : 0001 
Name : Hosea               . Distance run : 000008.51. Runs : 0001 
Name : Anisa               . Distance run : 000038.76. Runs : 0001 
Name : Anna                . Distance run : 000004.70. Runs : 0001 
Name : Clair               . Distance run : 000118.11. Runs : 0002 
Name : Mamie               . Distance run : 000068.92. Runs : 0001 
Name : Son                 . Distance run : 000087.09. Runs : 0001 
Name : Katlyn              . Distance run : 000066.82. Runs : 0001 
Name : Chanda              . Distance run : 000049.08. Runs : 0001 
Name : Felipa              . Distance run : 000098.51. Runs : 0001 
Name : Alysa               . Distance run : 000098.36. Runs : 0001 
Name : Ernestine           . Distance run : 000065.42. Runs : 0001 
Name : Antonietta          . Distance run : 000137.39. Runs : 0002 
Name : Kory                . Distance run : 000083.04. Runs : 0001 
Name : Tenesha             . Distance run : 000068.80. Runs : 0002 
Name : Jerald              . Distance run : 000086.48. Runs : 0001 
Name : Betsey              . Distance run : 000072.17. Runs : 0001 
Name : Celeste             . Distance run : 000006.62. Runs : 0001 
Name : isha                . Distance run : 000095.51. Runs : 0001 
Name : Wilton              . Distance run : 000061.66. Runs : 0001 
Name : Mee                 . Distance run : 000038.74. Runs : 0001 
Name : Jake                . Distance run : 000090.33. Runs : 0002 
Name : Inez                . Distance run : 000053.43. Runs : 0001 
Name : Mauro               . Distance run : 000087.06. Runs : 0001 
Name : Jacelyn             . Distance run : 000047.70. Runs : 0001 
Name : Brenna              . Distance run : 000076.98. Runs : 0001 
Name : Austin              . Distance run : 000037.36. Runs : 0001 
Name : Shasta              . Distance run : 000048.35. Runs : 0002 
Name : Cherish             . Distance run : 000037.65. Runs : 0001 
Name : Tomi                . Distance run : 000072.40. Runs : 0002 
Name : Leora               . Distance run : 000106.72. Runs : 0002 
Name : Alonso              . Distance run : 000033.82. Runs : 0001 
Name : Fannie              . Distance run : 000104.62. Runs : 0002 
Name : Cherelle            . Distance run : 000121.85. Runs : 0002 
Name : Alison              . Distance run : 000157.38. Runs : 0002 
Name : Elroy               . Distance run : 000004.05. Runs : 0001 
Name : Dotty               . Distance run : 000057.37. Runs : 0001 
Name : Mui                 . Distance run : 000025.90. Runs : 0001 
Name : Grayce              . Distance run : 000067.34. Runs : 0002 
Name : Minnie              . Distance run : 000070.75. Runs : 0001 
Name : Taren               . Distance run : 000050.41. Runs : 0001 
Name : Chong               . Distance run : 000018.29. Runs : 0001 
Name : Lawrence            . Distance run : 000096.16. Runs : 0001 
Name : Eloisa              . Distance run : 000062.16. Runs : 0001 
Name : Cristobal           . Distance run : 000005.67. Runs : 0001 
Name : Candy               . Distance run : 000054.36. Runs : 0001 
Name : Felica              . Distance run : 000076.47. Runs : 0001 
Name : Weston              . Distance run : 000061.63. Runs : 0001 
Name : January             . Distance run : 000096.25. Runs : 0001 
Name : Tu                  . Distance run : 000041.77. Runs : 0001 
Name : Sanjuana            . Distance run : 000039.75. Runs : 0001 
Name : Carisa              . Distance run : 000096.86. Runs : 0002 
Name : Lorinda             . Distance run : 000024.45. Runs : 0001 
Name : Otto                . Distance run : 000111.19. Runs : 0002 
Name : Portia              . Distance run : 000080.91. Runs : 0001 
Name : Bud                 . Distance run : 000035.38. Runs : 0001 
Name : Lilia               . Distance run : 000031.47. Runs : 0001 
Name : Georgette           . Distance run : 000005.35. Runs : 0001 
Name : Clarita             . Distance run : 000065.11. Runs : 0002 
Name : Melodie             . Distance run : 000082.03. Runs : 0001 
Name : Nicole              . Distance run : 000025.43. Runs : 0001 
Name : Donte               . Distance run : 000082.79. Runs : 0001 
Name : Ruthie              . Distance run : 000050.49. Runs : 0001 
Name : Dorthea             . Distance run : 000039.84. Runs : 0001 
Name : Meagan              . Distance run : 000026.21. Runs : 0001 
Name : Tressa              . Distance run : 000030.55. Runs : 0001 
Name : Patrina             . Distance run : 000056.53. Runs : 0001 
Name : Kenna               . Distance run : 000063.10. Runs : 0001 
Name : Caterina            . Distance run : 000022.14. Runs : 0001 
Name : Lura                . Distance run : 000054.72. Runs : 0001 
Name : Pamella             . Distance run : 000034.99. Runs : 0001 
Name : Randell             . Distance run : 000136.04. Runs : 0002 
Name : Beverley            . Distance run : 000045.90. Runs : 0001 
Name : Roosevelt           . Distance run : 000061.51. Runs : 0001 
Name : Quiana              . Distance run : 000044.60. Runs : 0001 
Name : Loreen              . Distance run : 000092.46. Runs : 0001 
Name : Charline            . Distance run : 000012.59. Runs : 0001 
Name : Aleisha             . Distance run : 000096.05. Runs : 0002 
Name : Brenda              . Distance run : 000053.01. Runs : 0001 
Name : Jerold              . Distance run : 000074.16. Runs : 0001 
Name : Pearl               . Distance run : 000009.33. Runs : 0001 
Name : Marylynn            . Distance run : 000025.09. Runs : 0001 
Name : Britta              . Distance run : 000081.28. Runs : 0001 
Name : Delpha              . Distance run : 000067.20. Runs : 0001 
Name : Madeleine           . Distance run : 000015.56. Runs : 0001 
Name : Ara                 . Distance run : 000003.18. Runs : 0001 
Name : Shelli              . Distance run : 000022.33. Runs : 0001 
Name : Sunny               . Distance run : 000056.67. Runs : 0001 
Name : Roxane              . Distance run : 000056.53. Runs : 0001 
Name : Tova                . Distance run : 000058.83. Runs : 0001 
Name : Selena              . Distance run : 000087.71. Runs : 0001 
Name : Yuki                . Distance run : 000022.52. Runs : 0001 
Name : Aisha               . Distance run : 000000.48. Runs : 0001 
Name : Johnathan           . Distance run : 000062.32. Runs : 0001 
Name : Jamison             . Distance run : 000099.50. Runs : 0002 
Name : Robin               . Distance run : 000069.42. Runs : 0001 
Name : Shane               . Distance run : 000032.78. Runs : 0001 
Name : Leandro             . Distance run : 000033.35. Runs : 0001 
Name : Pinkie              . Distance run : 000031.03. Runs : 0001 
Name : Alma                . Distance run : 000033.38. Runs : 0001 
Name : Kristi              . Distance run : 000017.64. Runs : 0001 
Name : Julie               . Distance run : 000108.49. Runs : 0002 
Name : Aleen               . Distance run : 000062.37. Runs : 0001 
Name : Quintin             . Distance run : 000002.31. Runs : 0001 
Name : Will                . Distance run : 000011.69. Runs : 0001 
Name : Larhonda            . Distance run : 000101.43. Runs : 0002 
Name : Caroll              . Distance run : 000008.66. Runs : 0001 
Name : Stanley             . Distance run : 000035.43. Runs : 0001 
Name : Jacinto             . Distance run : 000098.70. Runs : 0001 
Name : Nisha               . Distance run : 000071.43. Runs : 0001 
Name : Setsuko             . Distance run : 000093.40. Runs : 0001 
Name : Tamie               . Distance run : 000009.79. Runs : 0001 
Name : Alayna              . Distance run : 000031.43. Runs : 0001 
Name : Sherman             . Distance run : 000071.87. Runs : 0002 
Name : Stefani             . Distance run : 000022.88. Runs : 0001 
Name : Shondra             . Distance run : 000065.18. Runs : 0002 
Name : Aracelis            . Distance run : 000063.14. Runs : 0001 
Name : Nelson              . Distance run : 000027.63. Runs : 0001 
Name : Tamara              . Distance run : 000031.83. Runs : 0001 
Name : Vincenza            . Distance run : 000004.50. Runs : 0001 
Name : Dominque            . Distance run : 000078.49. Runs : 0001 
Name : Tomas               . Distance run : 000059.21. Runs : 0001 
Name : Angila              . Distance run : 000029.46. Runs : 0001 
Name : Perry               . Distance run : 000044.46. Runs : 0001 
Name : Billy               . Distance run : 000002.04. Runs : 0001 
Name : Mattie              . Distance run : 000032.70. Runs : 0001 
Name : Debra               . Distance run : 000020.10. Runs : 0001 
Name : Kyra                . Distance run : 000080.25. Runs : 0001 
Name : Lyda                . Distance run : 000122.12. Runs : 0002 
Name : Lexie               . Distance run : 000111.17. Runs : 0002 
Name : Elvis               . Distance run : 000019.09. Runs : 0001 
Name : Tameika             . Distance run : 000026.35. Runs : 0001 
Name : Alba                . Distance run : 000092.86. Runs : 0001 
Name : Vickie              . Distance run : 000026.49. Runs : 0001 
Name : Anika               . Distance run : 000101.49. Runs : 0002 
Name : Thomasena           . Distance run : 000174.59. Runs : 0002 
Name : Chris               . Distance run : 000118.35. Runs : 0002 
Name : Christen            . Distance run : 000085.59. Runs : 0001 
Name : Santana             . Distance run : 000003.21. Runs : 0001 
Name : Alix                . Distance run : 000076.32. Runs : 0001 
Name : Alda                . Distance run : 000019.42. Runs : 0002 
Name : Kassie              . Distance run : 000038.20. Runs : 0001 
Name : Maximo              . Distance run : 000130.95. Runs : 0002 
Name : Britteny            . Distance run : 000048.82. Runs : 0001 
Name : Bobbie              . Distance run : 000043.34. Runs : 0001 
Name : Dorothy             . Distance run : 000049.36. Runs : 0001 
Name : Hyun                . Distance run : 000099.41. Runs : 0001 
Name : Shalanda            . Distance run : 000084.40. Runs : 0001 
Name : Ellena              . Distance run : 000011.84. Runs : 0001 
Name : Cheryl              . Distance run : 000057.48. Runs : 0001 
Name : Leatha              . Distance run : 000083.94. Runs : 0001 
Name : Saul                . Distance run : 000054.97. Runs : 0001 
Name : Francine            . Distance run : 000027.03. Runs : 0001 
Name : Marsha              . Distance run : 000072.20. Runs : 0001 
Name : Edwina              . Distance run : 000006.03. Runs : 0001 
Name : Domenica            . Distance run : 000053.41. Runs : 0001 
Name : Hilaria             . Distance run : 000120.55. Runs : 0002 
Name : Seth                . Distance run : 000023.18. Runs : 0001 
Name : Alleen              . Distance run : 000068.23. Runs : 0001 
Name : Annamae             . Distance run : 000056.46. Runs : 0001 
Name : Theodore            . Distance run : 000005.89. Runs : 0001 
Name : Leona               . Distance run : 000091.83. Runs : 0002 
Name : Nerissa             . Distance run : 000047.21. Runs : 0001 
Name : Nieves              . Distance run : 000096.16. Runs : 0002 
Name : Pok                 . Distance run : 000087.74. Runs : 0001 
Name : Amado               . Distance run : 000013.02. Runs : 0001 
Name : Odelia              . Distance run : 000084.96. Runs : 0001 
Name : Brittny             . Distance run : 000081.55. Runs : 0001 
Name : Concepcion          . Distance run : 000022.81. Runs : 0001 
Name : Jon                 . Distance run : 000083.49. Runs : 0001 
Name : Floria              . Distance run : 000075.09. Runs : 0001 
Name : Elanor              . Distance run : 000099.46. Runs : 0001 
Name : Enedina             . Distance run : 000080.26. Runs : 0001 
Name : Morris              . Distance run : 000049.80. Runs : 0001 
Name : Latoria             . Distance run : 000019.72. Runs : 0001 
